id,significant,heatmap_order,desc,type,Description,representation_all,Coral,Higher,Hypomyces_Cladobotryum,Leafcutter,Lower,<NA>
MER0383686,FALSE,148,NA,MEROPS,NA,0.26666666666666666,NA,0.16666666666666666,0.6666666666666666,NA,0.5,0.4117647058823529
MER0383724,FALSE,149,NA,MEROPS,NA,0.2222222222222222,NA,0.16666666666666666,0.3333333333333333,NA,NA,0.47058823529411764
MER0625115,FALSE,150,NA,MEROPS,NA,0.2222222222222222,NA,NA,0.3333333333333333,NA,NA,0.5294117647058824
MER0998302,TRUE,151,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER0167059,TRUE,152,NA,MEROPS,NA,0.2,NA,NA,0.3333333333333333,NA,NA,0.47058823529411764
MER0625808,TRUE,153,NA,MEROPS,NA,0.17777777777777778,NA,NA,NA,NA,NA,0.47058823529411764
MER0109473,TRUE,154,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER0511361,TRUE,155,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER0383713,TRUE,156,NA,MEROPS,NA,0.17777777777777778,NA,NA,0.3333333333333333,NA,NA,0.4117647058823529
MER0496070,TRUE,157,NA,MEROPS,NA,0.17777777777777778,NA,NA,0.3333333333333333,NA,NA,0.4117647058823529
MER0761149,TRUE,158,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER1248093,TRUE,159,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
SUB7_ARTBC,TRUE,160,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).,VIRULENCE,NA,0.17777777777777778,NA,NA,NA,0.2222222222222222,NA,0.35294117647058826
MER0131500,TRUE,161,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
AA3,TRUE,162,cellobiose dehydrogenase (EC 1.1.99.18); glucose 1-oxidase (EC 1.1.3.4); aryl alcohol oxidase (EC 1.1.3.7); alcohol oxidase (EC 1.1.3.13); pyranose oxidase (EC 1.1.3.10); pyranose dehydrogenase (EC 1.1.99.29),CAZYME,NA,0.13333333333333333,NA,NA,NA,NA,NA,0.35294117647058826
GH45,TRUE,163,endoglucanase (EC 3.2.1.4),CAZYME,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
MER1138037,TRUE,164,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
MER0118505,TRUE,165,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
MER1005478,TRUE,166,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
MER0099136,TRUE,167,NA,MEROPS,NA,0.13333333333333333,NA,NA,NA,NA,NA,0.35294117647058826
MER1069374,TRUE,168,NA,MEROPS,NA,0.13333333333333333,NA,NA,NA,NA,NA,0.35294117647058826
CUTI1_COLGL,TRUE,169,FUNCTION: Catalyzes the hydrolysis of cutin,VIRULENCE,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
Q9C2Y1_BOTFU,TRUE,170,CATALYTIC ACTIVITY: Pectin + n H(2)O = n methanol + pectate.,VIRULENCE,NA,0.13333333333333333,NA,NA,NA,NA,NA,0.35294117647058826
MER1073214,TRUE,171,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER0970662,TRUE,172,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER0384193,TRUE,173,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER0384133,TRUE,174,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER0295895,TRUE,175,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER0383832,TRUE,176,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER1070132,TRUE,177,NA,MEROPS,NA,0.17777777777777778,NA,NA,NA,NA,NA,0.47058823529411764
MER1065333,TRUE,178,NA,MEROPS,NA,0.17777777777777778,NA,NA,NA,NA,NA,0.47058823529411764
MER0985130,TRUE,179,NA,MEROPS,NA,0.17777777777777778,NA,NA,NA,NA,NA,0.47058823529411764
MER0968917,TRUE,180,NA,MEROPS,NA,0.17777777777777778,NA,NA,NA,NA,NA,0.47058823529411764
MER0383470,TRUE,181,NA,MEROPS,NA,0.17777777777777778,NA,NA,NA,NA,NA,0.47058823529411764
MER0297012,TRUE,182,NA,MEROPS,NA,0.17777777777777778,NA,NA,NA,NA,NA,0.47058823529411764
MER0349865,TRUE,183,NA,MEROPS,NA,0.17777777777777778,NA,NA,NA,NA,NA,0.47058823529411764
3004290,TRUE,184,Escherichia coli ampC beta-lactamase,CARD,A class C ampC beta-lactamase (cephalosporinase) enzyme described in Escherichia coli shown clinically to confer resistance to penicillin-like and cephalosporin-class antibiotics.,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER1010109,TRUE,185,NA,MEROPS,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
GH26,TRUE,186,"beta-mannanase (EC 3.2.1.78); exo-beta-1,4-mannobiohydrolase (EC 3.2.1.100); beta-1,3-xylanase (EC 3.2.1.32); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); mannobiose-producing exo-beta-mannanase (EC 3.2.1.-)",CAZYME,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
3004591,TRUE,187,tet(55),CARD,A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
MER0032867,TRUE,188,NA,MEROPS,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
A7ULH9_CANGY,TRUE,189,Unknown,VIRULENCE,NA,0.15555555555555556,NA,NA,0.3333333333333333,NA,NA,0.35294117647058826
MER0383344,TRUE,190,NA,MEROPS,NA,0.1111111111111111,NA,NA,0.3333333333333333,NA,NA,0.23529411764705882
MER0130181,TRUE,191,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER0173931,TRUE,192,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER1074102,TRUE,193,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
MER0118072,TRUE,194,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
MER0974079,TRUE,195,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
3002516,TRUE,196,OCH-3,CARD,OCH-3 beta-lactamase is an Ambler class C chromosomal-encoded beta-lactamases in Ochrobactrum anthropi,0.1111111111111111,NA,NA,0.3333333333333333,NA,NA,0.23529411764705882
MER1005208,TRUE,197,NA,MEROPS,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
MER0031546,TRUE,198,NA,MEROPS,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER1230312,TRUE,199,NA,MEROPS,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
MER1228585,TRUE,200,NA,MEROPS,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
MER0350221,TRUE,201,NA,MEROPS,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
MER0625803,TRUE,202,NA,MEROPS,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
MER0281239,TRUE,203,NA,MEROPS,NA,0.13333333333333333,NA,NA,NA,NA,NA,0.35294117647058826
MER0314866,TRUE,204,NA,MEROPS,NA,0.13333333333333333,NA,NA,NA,NA,NA,0.35294117647058826
MER1177284,TRUE,205,NA,MEROPS,NA,0.1111111111111111,NA,NA,NA,NA,NA,0.29411764705882354
MER1286490,TRUE,206,NA,MEROPS,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
GH43_13,TRUE,207,NA,NA,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
MER1027628,TRUE,208,NA,MEROPS,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
3003854,TRUE,209,ADC-8,CARD,ADC-8 is a beta-lactamase found in Acinetobacter sp.,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER0033386,TRUE,210,NA,MEROPS,NA,0.08888888888888889,NA,NA,NA,NA,NA,0.23529411764705882
SCPA_ARTBC,FALSE,211,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).,VIRULENCE,NA,0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
abH14,FALSE,212,NA,LED,NA,0.08888888888888889,NA,NA,NA,NA,0.5,0.11764705882352941
Q5ANE1_CANAL,FALSE,213,SIMILARITY: Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.,VIRULENCE,NA,0.06666666666666667,NA,0.16666666666666666,NA,NA,NA,0.11764705882352941
MER1179045,FALSE,214,NA,MEROPS,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER0624524,FALSE,215,NA,MEROPS,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER0096282,TRUE,216,NA,MEROPS,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER1125240,TRUE,217,NA,MEROPS,NA,0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
abH30,FALSE,218,NA,LED,NA,0.044444444444444446,NA,NA,NA,0.1111111111111111,NA,0.058823529411764705
3000844,TRUE,219,TUS-1,CARD,TUS-1 is a chromosome-encoded beta-lactamase from Myroides odoratus and Myroides odoratimimus,0.044444444444444446,NA,NA,NA,NA,NA,0.11764705882352941
MER0902462,TRUE,220,NA,MEROPS,NA,0.06666666666666667,NA,NA,NA,NA,NA,0.17647058823529413
MER0258435,FALSE,221,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
MER0209177,FALSE,222,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
3004582,TRUE,223,tet(49),CARD,A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.,0.17777777777777778,NA,NA,NA,NA,NA,0.47058823529411764
SUB7_ARTOC,TRUE,224,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).,VIRULENCE,NA,0.13333333333333333,NA,NA,NA,NA,NA,0.35294117647058826
MER0208727,TRUE,225,NA,MEROPS,NA,0.13333333333333333,NA,NA,NA,NA,NA,0.35294117647058826
MER1074437,TRUE,226,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
3004289,TRUE,227,Vibrio cholerae varG,CARD,"varG is an Ambler class B metallo-beta-lactamase found on the antibiotic resistance var regulon in Vibrio cholerae, along with an antibiotic efflux pump varABCDEF. These genes are organized as a regulon under the control of VarR transcriptional activator. VarG was shown to have beta-lactamase activity against penicillins, carbapenems and cephalosporins in-vitro. Described by Lin HV et al. 2017.",0.2,NA,NA,NA,NA,NA,0.5294117647058824
MER0425752,TRUE,228,NA,MEROPS,NA,0.15555555555555556,NA,NA,NA,NA,NA,0.4117647058823529
GH106,FALSE,229,alpha-L-rhamnosidase (EC 3.2.1.40); rhamnogalacturonan alpha-L-rhamnohydrolase (EC 3.2.1.174),CAZYME,NA,0.17777777777777778,NA,NA,NA,NA,NA,0.47058823529411764
SUB10_ARTBC,FALSE,230,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).,VIRULENCE,NA,0.2,NA,NA,NA,NA,NA,0.5294117647058824
MER0167067,TRUE,231,NA,MEROPS,NA,0.24444444444444444,NA,NA,NA,NA,NA,0.6470588235294118
MER0972305,TRUE,232,NA,MEROPS,NA,0.2222222222222222,NA,NA,NA,NA,NA,0.5882352941176471
MER0213217,FALSE,233,NA,MEROPS,NA,0.28888888888888886,NA,NA,NA,NA,NA,0.7647058823529411
GH93,FALSE,234,"exo-alpha-L-1,5-arabinanase (EC 3.2.1.-)",CAZYME,NA,0.26666666666666666,NA,NA,NA,NA,NA,0.7058823529411765
MER0064128,FALSE,235,NA,MEROPS,NA,0.28888888888888886,NA,NA,NA,NA,NA,0.7647058823529411
CE8,FALSE,236,pectin methylesterase (EC 3.1.1.11).,CAZYME,NA,0.2,NA,NA,NA,NA,NA,0.5294117647058824
MER0064533,FALSE,237,NA,MEROPS,NA,0.2222222222222222,NA,NA,NA,NA,NA,0.5882352941176471
Q00351_COCCA,FALSE,238,CATALYTIC ACTIVITY: Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.,VIRULENCE,NA,0.24444444444444444,0.16666666666666666,NA,NA,NA,NA,0.5882352941176471
Q5GFD3_PHAND,FALSE,239,Unknown,VIRULENCE,NA,0.26666666666666666,NA,NA,0.3333333333333333,NA,0.5,0.5294117647058824
GH6,FALSE,240,endoglucanase (EC 3.2.1.4); cellobiohydrolase (EC 3.2.1.91),CAZYME,NA,0.37777777777777777,0.3333333333333333,NA,NA,NA,1,0.6470588235294118
NPIIC_ASPFU,FALSE,241,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).,VIRULENCE,NA,0.4222222222222222,NA,0.3333333333333333,0.6666666666666666,NA,1,0.6470588235294118
MER0384170,FALSE,242,NA,MEROPS,NA,0.26666666666666666,NA,NA,0.6666666666666666,NA,0.25,0.5294117647058824
MER0210110,FALSE,243,NA,MEROPS,NA,0.28888888888888886,NA,NA,1,NA,NA,0.5882352941176471
MER0214202,FALSE,244,NA,MEROPS,NA,0.28888888888888886,NA,NA,1,NA,NA,0.5882352941176471
PEPA_COCP7,FALSE,245,FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane,VIRULENCE,NA,0.35555555555555557,NA,NA,1,NA,NA,0.7647058823529411
Q59PP4_CANAL,FALSE,246,Unknown,VIRULENCE,NA,0.28888888888888886,NA,NA,1,NA,NA,0.5882352941176471
MER0970307,FALSE,247,NA,MEROPS,NA,0.2222222222222222,NA,NA,0.6666666666666666,NA,NA,0.47058823529411764
GH1,FALSE,248,"beta-glucosidase (EC 3.2.1.21); beta-galactosidase (EC 3.2.1.23); beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); beta-xylosidase (EC 3.2.1.37); beta-D-fucosidase (EC 3.2.1.38); phlorizin hydrolase (EC 3.2.1.62); exo-beta-1,4-glucanase (EC 3.2.1.74); 6-phospho-beta-galactosidase (EC 3.2.1.85); 6-phospho-beta-glucosidase (EC 3.2.1.86); strictosidine beta-glucosidase (EC 3.2.1.105); lactase (EC 3.2.1.108); amygdalin beta-glucosidase (EC 3.2.1.117); prunasin beta-glucosidase (EC 3.2.1.118); vicianin hydrolase (EC 3.2.1.119); raucaffricine beta-glucosidase (EC 3.2.1.125); thioglucosidase (EC 3.2.1.147); beta-primeverosidase (EC 3.2.1.149); isoflavonoid 7-O-beta-apiosyl-beta-glucosidase (EC 3.2.1.161); ABA-specific beta-glucosidase (EC 3.2.1.175); DIMBOA beta-glucosidase (EC 3.2.1.182); beta-glycosidase (EC 3.2.1.-); hydroxyisourate hydrolase (EC 3.-.-.-)",CAZYME,NA,0.2222222222222222,NA,NA,0.3333333333333333,NA,NA,0.5294117647058824
MEP_NEOFI,FALSE,249,FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates and probably acts as a virulence factor (By similarity).,VIRULENCE,NA,0.24444444444444444,NA,NA,0.6666666666666666,NA,NA,0.5294117647058824
A1CIY3_ASPCL,FALSE,250,Unknown,VIRULENCE,NA,0.26666666666666666,NA,NA,0.6666666666666666,NA,NA,0.5882352941176471
MER0273140,FALSE,251,NA,MEROPS,NA,0.3333333333333333,NA,NA,0.6666666666666666,NA,NA,0.7647058823529411
AA5,TRUE,252,Oxidase with oxygen as acceptor (EC 1.1.3.-); galactose oxidase (EC 1.1.3.9); glyoxal oxidase (EC 1.2.3.15); alcohol oxidase (EC 1.1.3.13),CAZYME,NA,0.6444444444444445,0.5,0.6666666666666666,1,0.2222222222222222,0.5,0.8823529411764706
Q7Z868_USTMD,TRUE,253,Unknown,VIRULENCE,NA,0.6444444444444445,0.5,0.6666666666666666,1,0.2222222222222222,0.5,0.8823529411764706
GT32,TRUE,254,"alpha-1,6-mannosyltransferase (EC 2.4.1.-); alpha-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.-); alpha-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-);",CAZYME,NA,0.6888888888888889,1,0.8333333333333334,0.6666666666666666,NA,0.5,0.9411764705882353
PLB1_CANAL,TRUE,255,FUNCTION: Catalyzes the release of fatty acids from lysophospholipids. Phospholipase B may well contribute to pathogenicity by abetting the fungus in damaging and traversing host cell membranes,VIRULENCE,NA,0.7555555555555555,1,0.8333333333333334,1,NA,1,0.9411764705882353
A6R119_AJECN,TRUE,256,Unknown,VIRULENCE,NA,0.6666666666666666,0.8333333333333334,0.3333333333333333,1,NA,1,0.9411764705882353
B2C6F1_CRYGA,TRUE,257,Unknown,VIRULENCE,NA,0.7555555555555555,0.5,0.8333333333333334,1,0.2222222222222222,1,1
GH11,TRUE,258,"endo-beta-1,4-xylanase (EC 3.2.1.8); endo-beta-1,3-xylanase (EC 3.2.1.32)",CAZYME,NA,0.7555555555555555,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,1
MER0242197,TRUE,259,NA,MEROPS,NA,0.6,0.6666666666666666,0.5,0.6666666666666666,0.2222222222222222,0.5,0.8235294117647058
Q9C4A1_9PLEO,TRUE,260,SIMILARITY: Belongs to the glycosyl hydrolase 28 family.,VIRULENCE,NA,0.6444444444444445,0.3333333333333333,0.8333333333333334,NA,0.2222222222222222,0.75,1
CUTI_MONFR,TRUE,261,FUNCTION: Catalyzes the hydrolysis of cutin,VIRULENCE,NA,0.6222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.75,1
GH67,TRUE,262,"alpha-glucuronidase (EC 3.2.1.139); xylan alpha-1,2-glucuronidase (EC 3.2.1.131)",CAZYME,NA,0.6222222222222222,0.6666666666666666,1,NA,NA,0.25,1
GEL3_ASPFU,FALSE,263,FUNCTION: Splits internally a 1,VIRULENCE,NA,0.6,0.5,NA,1,0.3333333333333333,0.5,0.9411764705882353
AA3_2,TRUE,264,NA,NA,NA,0.6444444444444445,0.5,NA,1,0.4444444444444444,0.75,0.9411764705882353
Q4P8E8_USTMA,TRUE,265,COFACTOR: FAD (By similarity).,VIRULENCE,NA,0.6444444444444445,0.5,NA,1,0.4444444444444444,0.75,0.9411764705882353
abH17,FALSE,266,NA,LED,NA,0.4888888888888889,0.3333333333333333,NA,0.3333333333333333,NA,0.75,0.9411764705882353
MER0047368,FALSE,267,NA,MEROPS,NA,0.4666666666666667,0.3333333333333333,0.16666666666666666,NA,NA,0.5,0.9411764705882353
Q2LK92_BOTFU,FALSE,268,SIMILARITY: Belongs to the FKBP-type PPIase family.,VIRULENCE,NA,0.5111111111111111,0.3333333333333333,0.16666666666666666,1,NA,0.5,0.8823529411764706
GH81,TRUE,269,"endo-beta-1,3-glucanase (EC 3.2.1.39)",CAZYME,NA,0.5555555555555556,0.3333333333333333,NA,1,NA,1,0.9411764705882353
MER0408764,TRUE,270,NA,MEROPS,NA,0.5777777777777777,0.3333333333333333,NA,1,NA,1,1
GT17,FALSE,271,"beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.144).",CAZYME,NA,0.4666666666666667,0.3333333333333333,NA,0.6666666666666666,0.3333333333333333,NA,0.8235294117647058
CE1,FALSE,272,acetyl xylan esterase (EC 3.1.1.72); cinnamoyl esterase (EC 3.1.1.-); feruloyl esterase (EC 3.1.1.73); carboxylesterase (EC 3.1.1.1); S-formylglutathione hydrolase (EC 3.1.2.12); diacylglycerol O-acyltransferase (EC 2.3.1.20); trehalose 6-O-mycolyltransferase (EC 2.3.1.122); acetylesterase (EC 3.1.1.6),CAZYME,NA,0.5333333333333333,0.6666666666666666,NA,1,NA,NA,1
Q96VZ3_FUSOX,FALSE,273,SIMILARITY: Belongs to the glycosyl hydrolase 28 family.,VIRULENCE,NA,0.6,1,0.16666666666666666,0.3333333333333333,NA,0.5,1
abH38,FALSE,274,NA,LED,NA,0.5111111111111111,0.3333333333333333,NA,1,0.3333333333333333,NA,0.8823529411764706
SED2_ASPFU,FALSE,275,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence.,VIRULENCE,NA,0.4444444444444444,0.3333333333333333,0.16666666666666666,1,NA,NA,0.8235294117647058
Q2LMP0_BOTFU,FALSE,276,CATALYTIC ACTIVITY: Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.,VIRULENCE,NA,0.5555555555555556,0.6666666666666666,0.16666666666666666,0.6666666666666666,NA,0.25,1
GH25,FALSE,277,lysozyme (EC 3.2.1.17),CAZYME,NA,0.4666666666666667,0.3333333333333333,NA,1,NA,NA,0.9411764705882353
SPCA_ARTOC,FALSE,278,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).,VIRULENCE,NA,0.4444444444444444,0.16666666666666666,NA,0.6666666666666666,NA,NA,1
MER0625601,FALSE,279,NA,MEROPS,NA,0.28888888888888886,NA,NA,NA,NA,NA,0.7647058823529411
GH62,FALSE,280,alpha-L-arabinofuranosidase (EC 3.2.1.55),CAZYME,NA,0.3333333333333333,NA,NA,NA,NA,NA,0.8823529411764706
GH30_5,FALSE,281,NA,NA,NA,0.3333333333333333,NA,NA,NA,NA,NA,0.8823529411764706
CEUL_OPHUL,FALSE,282,FUNCTION: Has been implicated in the pathogenicity of this fungus on ELM. Accumulates at,VIRULENCE,NA,0.3333333333333333,NA,NA,NA,NA,NA,0.8823529411764706
GH30_7,FALSE,283,NA,NA,NA,0.35555555555555557,NA,NA,NA,NA,NA,0.9411764705882353
abH26,FALSE,284,NA,LED,NA,0.37777777777777777,NA,NA,0.3333333333333333,NA,0.25,0.8823529411764706
CE16,FALSE,285,acetylesterase (EC 3.1.1.6) active on various carbohydrate acetyl esters,CAZYME,NA,0.4444444444444444,NA,NA,NA,NA,0.75,1
Q5AG71_CANAL,FALSE,286,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.,VIRULENCE,NA,0.4,NA,NA,0.3333333333333333,NA,0.25,0.9411764705882353
Q01446_NECHA,TRUE,287,Unknown,VIRULENCE,NA,0.3333333333333333,NA,NA,NA,NA,NA,0.8823529411764706
Q9Y784_MAGGR,TRUE,288,Unknown,VIRULENCE,NA,0.3111111111111111,NA,NA,NA,NA,NA,0.8235294117647058
3002883,FALSE,289,rgt1438,CARD,rgt1438 is a glycosyltransferase that confers rifampin resistance in Streptomyces,0.37777777777777777,NA,NA,0.3333333333333333,NA,NA,0.9411764705882353
GT1,FALSE,290,UDP-glucuronosyltransferase (EC 2.4.1.17); zeatin O-beta-xylosyltransferase (EC 2.4.2.40); 2-hydroxyacylsphingosine 1-beta-galactosyltransferase (EC 2.4.1.45); N-acylsphingosine galactosyltransferase (EC 2.4.1.47); flavonol 3-O-glucosyltransferase (EC 2.4.1.91); anthocyanidin 3-O-glucosyltransferase (EC 2.4.1.115); sinapate 1-glucosyltransferase (EC 2.4.1.120); indole-3-acetate beta-glucosyltransferase (EC 2.4.1.121); flavonol L-rhamnosyltransferase (EC 2.4.1.159); sterol glucosyltransferase (EC 2.4.1.173); UDP-Glc: 4-hydroxybenzoate 4-O-beta-glucosyltransferase (EC 2.4.1.194); zeatin O-beta-glucosyltransferase (EC 2.4.1.203); limonoid glucosyltransferase (EC 2.4.1.210); UDP-GlcA: baicalein 7-O-beta-glucuronosyltransferase (EC 2.4.1.253); UDP-Glc: chalcone 4â€²-O-beta-glucosyltransferase (EC 2.4.1.286); ecdysteroid UDP-glucosyltransferase (EC 2.4.1.-); salicylic acid beta-glucosyltransferase (EC 2.4.1.-); anthocyanin 3-O-galactosyltransferase (EC 2.4.1.-); anthocyanin 5-O-glucosyltransferase (EC 2.4.1.-); dTDP-beta-2-deoxy-L-fucose: alpha-L-2-deoxyfucosyltransferase (EC 2.4.1.-); UDP-beta-L-rhamnose: alpha-L-rhamnosyltransferase (EC 2.4.1.-); zeaxanthin glucosyltransferase (EC 2.4.1.-),CAZYME,NA,0.35555555555555557,NA,NA,NA,NA,NA,0.9411764705882353
GH78,FALSE,291,"alpha-L-rhamnosidase (EC 3.2.1.40); rhamnogalacturonan alpha-L-rhamnohydrolase (EC 3.2.1.174); L-Rhap-alpha-1,3-D-Apif -specific alpha-1,3-L-rhamnosidase (EC 3.2.1.-)",CAZYME,NA,0.35555555555555557,NA,NA,NA,NA,NA,0.9411764705882353
MER0114579,FALSE,292,NA,MEROPS,NA,0.3333333333333333,NA,NA,NA,NA,NA,0.8823529411764706
MER0424902,FALSE,293,NA,MEROPS,NA,0.3333333333333333,NA,NA,NA,NA,NA,0.8823529411764706
GH54,FALSE,294,alpha-L-arabinofuranosidase (EC 3.2.1.55); beta-xylosidase (EC 3.2.1.37).,CAZYME,NA,0.4222222222222222,0.3333333333333333,NA,NA,NA,NA,1
GH74,FALSE,295,endoglucanase (EC 3.2.1.4); oligoxyloglucan reducing end-specific cellobiohydrolase (EC 3.2.1.150); xyloglucanase (EC 3.2.1.151),CAZYME,NA,0.37777777777777777,0.16666666666666666,NA,NA,NA,NA,0.9411764705882353
Q5AJC8_CANAL,FALSE,296,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.,VIRULENCE,NA,0.37777777777777777,NA,0.16666666666666666,NA,NA,NA,0.9411764705882353
MER0382286,TRUE,297,NA,MEROPS,NA,0.35555555555555557,NA,NA,NA,NA,NA,0.9411764705882353
MER0511172,TRUE,298,NA,MEROPS,NA,0.35555555555555557,NA,NA,NA,NA,NA,0.9411764705882353
MER0999770,TRUE,299,NA,MEROPS,NA,0.37777777777777777,NA,NA,NA,NA,NA,1
MER0874598,TRUE,300,NA,MEROPS,NA,0.37777777777777777,NA,NA,NA,NA,NA,1
GH10,TRUE,301,"endo-1,4-beta-xylanase (EC 3.2.1.8); endo-1,3-beta-xylanase (EC 3.2.1.32); tomatinase (EC 3.2.1.-); xylan endotransglycosylase (EC 2.4.2.-)",CAZYME,NA,0.37777777777777777,NA,NA,NA,NA,NA,1
MER0275595,TRUE,302,NA,MEROPS,NA,0.37777777777777777,NA,NA,NA,NA,NA,1
MER0204230,TRUE,303,NA,MEROPS,NA,0.35555555555555557,NA,NA,NA,NA,NA,0.9411764705882353
SED4_ASPFU,TRUE,304,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence.,VIRULENCE,NA,0.35555555555555557,NA,NA,NA,NA,NA,0.9411764705882353
MER0087541,FALSE,305,NA,MEROPS,NA,0.35555555555555557,NA,NA,0.6666666666666666,NA,NA,0.8235294117647058
3004611,FALSE,306,Escherichia coli ampC1 beta-lactamase,CARD,An ampC-like beta-lactamase identified from Escherichia coli.,0.37777777777777777,NA,NA,0.6666666666666666,NA,NA,0.8823529411764706
