Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
maker-NODE_97_length_60770_cov_29.618653-augustus-gene-0.0-mRNA-1	GT1(970-1384)	GT1	GT1	N	3
maker-NODE_986_length_6489_cov_15.164099-augustus-gene-0.0-mRNA-1	GH18(22-361)	GH18	GH18	N	3
maker-NODE_383_length_27915_cov_28.254426-augustus-gene-0.0-mRNA-1	N	GH0	GH0	N	2
maker-NODE_10_length_140912_cov_29.142544-augustus-gene-0.46-mRNA-1	N	GH3	GH3	N	2
augustus_masked-NODE_53_length_76262_cov_31.542602-processed-gene-0.26-mRNA-1	N	GH17	GH17	N	2
augustus_masked-NODE_435_length_24439_cov_27.325477-processed-gene-0.1-mRNA-1	N	GH17	N	N	1
augustus_masked-NODE_31_length_92627_cov_28.197589-processed-gene-0.36-mRNA-1	N	GH18	GH18	N	2
augustus_masked-NODE_405_length_25877_cov_21.475146-processed-gene-0.2-mRNA-1	N	GH18	N	N	1
maker-NODE_166_length_48421_cov_33.694641-augustus-gene-0.0-mRNA-1	N	GH36	GH36	N	2
augustus_masked-NODE_230_length_40500_cov_33.552325-processed-gene-0.8-mRNA-1	N	AA1	N	N	1
augustus_masked-NODE_182_length_45774_cov_25.718010-processed-gene-0.19-mRNA-1	N	AA2	AA2	N	2
maker-NODE_108_length_59559_cov_31.526333-augustus-gene-0.3-mRNA-1	N	AA8	N	N	1
maker-NODE_337_length_31397_cov_37.434026-augustus-gene-0.19-mRNA-1	N	AA8	N	N	1
augustus_masked-NODE_773_length_11206_cov_34.138911-processed-gene-0.0-mRNA-1	N	AA8	N	N	1
maker-NODE_225_length_40712_cov_33.073820-augustus-gene-0.1-mRNA-1	N	AA8	N	N	1
maker-NODE_1_length_234904_cov_31.360218-augustus-gene-1.1-mRNA-1	N	GT0	GT0	N	2
maker-NODE_334_length_31459_cov_25.892123-augustus-gene-0.0-mRNA-1	N	GT2	GT2	N	2
augustus_masked-NODE_127_length_55708_cov_30.020870-processed-gene-0.1-mRNA-1	N	GT2	GT2	N	2
maker-NODE_236_length_40193_cov_28.850996-augustus-gene-0.11-mRNA-1	N	GT2	GT2	N	2
maker-NODE_597_length_16614_cov_22.189725-augustus-gene-0.2-mRNA-1	N	GT2	GT2	N	2
maker-NODE_167_length_48189_cov_26.188694-augustus-gene-0.2-mRNA-1	N	GT2	GT2	N	2
maker-NODE_250_length_38500_cov_28.879785-augustus-gene-0.9-mRNA-1	N	GT2	GT2	N	2
augustus_masked-NODE_10_length_140912_cov_29.142544-processed-gene-0.6-mRNA-1	N	GT31	GT31	N	2
augustus_masked-NODE_522_length_19788_cov_30.780327-processed-gene-0.6-mRNA-1	N	GT31	GT31	N	2
augustus_masked-NODE_343_length_30986_cov_34.447941-processed-gene-0.1-mRNA-1	N	GT32	N	N	1
maker-NODE_188_length_45344_cov_29.777075-augustus-gene-0.14-mRNA-1	N	GT41	GT41	N	2
augustus_masked-NODE_748_length_11984_cov_26.381715-processed-gene-0.0-mRNA-1	N	GT61	N	N	1
maker-NODE_140_length_53834_cov_31.869142-augustus-gene-0.26-mRNA-1	N	N	GT31	N	1
augustus_masked-NODE_412_length_25341_cov_26.849568-processed-gene-0.3-mRNA-1	N	N	GT0	N	1
maker-NODE_215_length_41906_cov_29.685416-augustus-gene-0.1-mRNA-1	N	N	GH18	N	1
maker-NODE_100_length_60278_cov_29.969776-augustus-gene-0.15-mRNA-1	N	N	GT0+GT7	N	1
maker-NODE_51_length_76919_cov_28.926555-augustus-gene-0.23-mRNA-1	N	N	GT0+GT7	N	1
maker-NODE_581_length_16901_cov_30.303804-augustus-gene-0.1-mRNA-1	N	N	GH132	N	1
maker-NODE_146_length_52847_cov_29.950076-augustus-gene-0.22-mRNA-1	N	N	GH93	N	1
maker-NODE_572_length_17227_cov_28.844327-augustus-gene-0.2-mRNA-1	N	N	AA1	N	1
maker-NODE_867_length_8973_cov_24.129098-augustus-gene-0.2-mRNA-1	N	N	GT30	N	1
augustus_masked-NODE_63_length_72307_cov_33.539485-processed-gene-0.2-mRNA-1	N	N	CE4	N	1
maker-NODE_743_length_12129_cov_26.204633-augustus-gene-0.2-mRNA-1	N	N	GT31	N	1
augustus_masked-NODE_160_length_49820_cov_30.857002-processed-gene-0.11-mRNA-1	N	N	GT2	N	1
maker-NODE_449_length_23372_cov_27.423317-augustus-gene-0.0-mRNA-1	N	N	GH18	N	1
maker-NODE_35_length_90154_cov_27.897175-augustus-gene-0.4-mRNA-1	N	N	GH133+GH13_25	N	1
maker-NODE_123_length_56580_cov_31.135936-augustus-gene-0.3-mRNA-1	N	N	GH43_21	N	1
maker-NODE_11_length_135501_cov_31.577622-augustus-gene-0.47-mRNA-1	N	N	GT0	N	1
augustus_masked-NODE_476_length_22344_cov_33.888014-processed-gene-0.6-mRNA-1	N	N	AA1	N	1
augustus_masked-NODE_295_length_34520_cov_30.599250-processed-gene-0.7-mRNA-1	N	N	GH71	N	1
maker-NODE_194_length_44264_cov_30.372748-augustus-gene-0.13-mRNA-1	N	N	GT2	N	1
maker-NODE_470_length_22481_cov_29.865617-augustus-gene-0.7-mRNA-1	N	N	GT2	N	1
augustus_masked-NODE_318_length_32587_cov_33.952834-processed-gene-0.14-mRNA-1	N	N	GH71	N	1
augustus_masked-NODE_1593_length_1835_cov_49.456674-processed-gene-0.0-mRNA-1	N	N	GT22	N	1
