Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
augustus_masked-NQYQ01000003.1-processed-gene-10.14-mRNA-1	N	GT41	GT41	N	2
augustus_masked-NQYQ01000022.1-processed-gene-1.29-mRNA-1	N	GT61	N	N	1
augustus_masked-NQYQ01000037.1-processed-gene-1.31-mRNA-1	N	GT87	N	N	1
maker-NQYQ01000010.1-augustus-gene-7.44-mRNA-1	N	GT87	N	N	1
maker-NQYQ01000014.1-augustus-gene-2.16-mRNA-1	N	CBM50	N	N	1
augustus_masked-NQYQ01000014.1-processed-gene-2.40-mRNA-1	N	CBM50	N	N	1
maker-NQYQ01000014.1-augustus-gene-2.15-mRNA-1	N	CBM50	N	N	1
maker-NQYQ01000012.1-augustus-gene-3.15-mRNA-1	N	N	GH133+GH13_25	N	1
augustus_masked-NQYQ01000041.1-processed-gene-0.21-mRNA-1	N	N	GT22	N	1
maker-NQYQ01000004.1-augustus-gene-13.7-mRNA-1	N	N	GT2	N	1
maker-NQYQ01000008.1-augustus-gene-0.24-mRNA-1	N	N	GH132	N	1
maker-NQYQ01000020.1-augustus-gene-3.38-mRNA-1	N	N	GH93	N	1
augustus_masked-NQYQ01000005.1-processed-gene-9.22-mRNA-1	N	N	CE4	N	1
augustus_masked-NQYQ01000005.1-processed-gene-13.18-mRNA-1	N	N	GT0	N	1
maker-NQYQ01000009.1-augustus-gene-6.2-mRNA-1	N	N	GT2	N	1
augustus_masked-NQYQ01000001.1-processed-gene-13.35-mRNA-1	N	N	AA1	N	1
augustus_masked-NQYQ01000001.1-processed-gene-25.0-mRNA-1	N	N	GT0	N	1
maker-NQYQ01000001.1-augustus-gene-29.81-mRNA-1	N	N	GH18	N	1
augustus_masked-NQYQ01000016.1-processed-gene-2.17-mRNA-1	N	N	GH71	N	1
maker-NQYQ01000026.1-augustus-gene-0.20-mRNA-1	N	N	GH18	N	1
maker-NQYQ01000021.1-augustus-gene-3.6-mRNA-1	N	N	GT0+GT7	N	1
maker-NQYQ01000021.1-augustus-gene-3.0-mRNA-1	N	N	AA1	N	1
maker-NQYQ01000085.1-augustus-gene-0.1-mRNA-1	N	N	GT30	N	1
maker-NQYQ01000015.1-augustus-gene-4.0-mRNA-1	N	N	GT2	N	1
augustus_masked-NQYQ01000003.1-processed-gene-8.25-mRNA-1	N	N	GT31	N	1
maker-NQYQ01000003.1-augustus-gene-15.10-mRNA-1	N	N	GH43_21	N	1
maker-NQYQ01000017.1-augustus-gene-4.9-mRNA-1	N	N	GT31	N	1
maker-NQYQ01000023.1-augustus-gene-2.72-mRNA-1	N	N	GT0+GT7	N	1
maker-NQYQ01000048.1-augustus-gene-0.53-mRNA-1	N	N	GH71	N	1
